4.50E+02
4.55E+02
4.57E+02
4.59E+02
4.59E+02
4.57E+02
4.55E+02
4.55E+02
4.52E+02
4.52E+02
4.52E+02
4.55E+02
4.59E+02
4.68E+02
4.78E+02
4.92E+02
5.10E+02
5.34E+02
5.59E+02
5.85E+02
6.08E+02
6.25E+02
6.36E+02
6.41E+02
6.43E+02
6.41E+02
6.34E+02
6.29E+02
6.24E+02
6.24E+02
6.27E+02
6.29E+02
6.34E+02
6.36E+02
6.38E+02
6.45E+02
6.55E+02
6.66E+02
6.78E+02
6.85E+02
6.80E+02
6.68E+02
6.54E+02
6.36E+02
6.22E+02
6.12E+02
6.08E+02
6.05E+02
6.05E+02
6.05E+02
6.08E+02
6.10E+02
6.10E+02
6.10E+02
6.07E+02
6.05E+02
6.03E+02
6.00E+02
6.00E+02
6.00E+02
6.03E+02
6.07E+02
6.14E+02
6.21E+02
6.28E+02
6.35E+02
6.42E+02
6.49E+02
6.58E+02
6.70E+02
6.82E+02
6.91E+02
7.00E+02
7.07E+02
7.10E+02
7.10E+02
7.05E+02
6.98E+02
6.86E+02
6.72E+02
6.51E+02
6.30E+02
6.09E+02
5.90E+02
5.76E+02
5.65E+02
5.53E+02
5.41E+02
5.25E+02
5.04E+02
4.85E+02
4.67E+02
4.53E+02
4.43E+02
4.43E+02
4.55E+02
